"nome_cientifico","listavermelha","port443","inmma2014","port561","portmma_148_2022","volume","uf","ano"
bulnesia sarmientoi,,,CR,,,114.7610,PA,2019.0
euxylophora paraensis,CR,CR,,CR,EN,58.3520999999999998,RO,2019.0
cedrela fissilis,VU,VU,VU,VU,VU,167.5550000000000004,PA,2008.0
buchenavia parvifolia,,VU,,,,4142.5167,MT,2019.0
couratari asterotricha,EN,EN,,,EN,1087.6272,PA,2017.0
swietenia macrophylla,VU,VU,CR,VU,VU,354.8489999999999998,AC,2015.0
peltogyne paradoxa,,,,,VU,26.6820000000000002,AP,2014.0
apuleia leiocarpa,VU,VU,,VU,VU,5973.82530000000000074,AC,2017.0
pouteria macrocarpa,VU,,,,,575.531,MT,2014.0
ocotea odorata,,,,,EN,19.2784,PA,2020.0
hymenolobium excelsum,VU,VU,,VU,VU,1760.0501,RR,2011.0
euxylophora paraensis,CR,CR,,CR,EN,1.958,AM,2008.0
vouacapoua americana,EN,EN,,EN,EN,11316.6323,PA,2008.0
swietenia macrophylla,VU,VU,CR,VU,VU,9.0,AM,2008.0
bertholletia excelsa,VU,VU,,VU,VU,4.50,PA,2013.0
erisma fuscum,,,,,EN,9.5,RR,2007.0
cedrela fissilis,VU,VU,VU,VU,VU,1259.904,MT,2007.0
apuleia leiocarpa,VU,VU,,VU,VU,147166.8058000000000013,MT,2017.0
eriotheca longipedicellata,,,,,VU,62.971,RO,2013.0
qualea labouriauana,,,,,VU,785.9430000000000075,AM,2020.0
virola surinamensis,VU,VU,,VU,VU,1077.0914,RO,2014.0
cedrela odorata,VU,VU,VU,VU,VU,486.933,AM,2010.0
hymenaea parvifolia,VU,VU,,VU,VU,738.406200000000001,PA,2012.0
qualea coerulea,VU,VU,,,EN,7.978,AP,2018.0
qualea coerulea,VU,VU,,,EN,487.7196,PA,2020.0
cedrela odorata,VU,VU,VU,VU,VU,334.7589999999999995,RR,2007.0
aldina heterophylla,,,,,VU,71.3486,RO,2016.0
cariniana legalis,EN,EN,,EN,EN,889.6567,MT,2012.0
tabebuia cassinoides,EN,EN,,EN,VU,4.686,RO,2014.0
apuleia leiocarpa,VU,VU,,VU,VU,1905.9925,MT,2008.0
pouteria multiflora,,VU,,,EN,21.0360,PA,2011.0
cedrela fissilis,VU,VU,VU,VU,VU,71.8999999999999988,RR,2007.0
mezilaurus itauba,VU,VU,,VU,VU,7458.1781000000000018,AM,2019.0
peltogyne paradoxa,,,,,VU,2312.9781,MT,2016.0
cariniana legalis,EN,EN,,EN,EN,460.251,RR,2008.0
peltogyne paradoxa,,,,,VU,681.1409,PA,2009.0
mezilaurus itauba,VU,VU,,VU,VU,784.4561000000000032,AP,2013.0
erisma fuscum,,,,,EN,537.1160,PA,2007.0
euxylophora paraensis,CR,CR,,CR,EN,2.889,RR,2019.0
swietenia macrophylla,VU,VU,CR,VU,VU,202.8900,PA,2010.0
hymenolobium excelsum,VU,VU,,VU,VU,1559.48510000000000749,AC,2009.0
mezilaurus itauba,VU,VU,,VU,VU,302.8720000000000016,AC,2012.0
euplassa cantareirae,EN,EN,,,EN,32.3640,PA,2011.0
ocotea fragrantissima,,,,,EN,20,PA,2013.0
virola surinamensis,VU,VU,,VU,VU,1329.8740999999999981,RO,2015.0
cedrela odorata,VU,VU,VU,VU,VU,1410.329300000000016,AM,2011.0
swietenia macrophylla,VU,VU,CR,VU,VU,17.1320,PA,2012.0
cedrela fissilis,VU,VU,VU,VU,VU,976.6238,PA,2014.0
ocotea fragrantissima,,,,,EN,348.048699999999996,AM,2019.0
hymenaea parvifolia,VU,VU,,VU,VU,988.1672999999999997,PA,2013.0
vochysia eximia,,,,,VU,16.2220,PA,2014.0
cedrela fissilis,VU,VU,VU,VU,VU,76.6527,RO,2016.0
mezilaurus itauba,VU,VU,,VU,VU,967.54940000000000320,AP,2012.0
xylopia brasiliensis,,,,,VU,5.1071,RO,2019.0
eriotheca longipedicellata,,,,,VU,282.42399999999999934,AC,2010.0
vismia parviflora,,,,,EN,3.2469,RO,2019.0
eriotheca longipedicellata,,,,,VU,450.7683,PA,2017.0
amburana acreana,VU,VU,,,VU,7228.66140000000001077,AC,2018.0
hymenaea parvifolia,VU,VU,,VU,VU,3334.1523,RO,2014.0
ocotea odorata,,,,,EN,98.9919,PA,2019.0
swietenia macrophylla,VU,VU,CR,VU,VU,270.5127,PA,2007.0
erisma fuscum,,,,,EN,26.532,AP,2014.0
eschweilera compressa,EN,EN,,,EN,24.278,RO,2014.0
virola surinamensis,VU,VU,,VU,VU,37.704,RO,2013.0
cedrela fissilis,VU,VU,VU,VU,VU,243.617,MT,2019.0
ocotea odorifera,EN,EN,,EN,EN,6.392,RR,2008.0
hymenolobium excelsum,VU,VU,,VU,VU,689.251,RR,2009.0
mezilaurus itauba,VU,VU,,VU,VU,70,SC,2007.0
apuleia leiocarpa,VU,VU,,VU,VU,1297.311000000000005,AM,2007.0
hymenolobium excelsum,VU,VU,,VU,VU,104.014,AP,2011.0
qualea labouriauana,,,,,VU,118.0803,RO,2018.0
